Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,aroma profile (product.metafields.custom.aroma_profile),BOTANICAL NAME (product.metafields.custom.botanical_name),CAS# (product.metafields.custom.cas_),coa-download1 (product.metafields.custom.coa_download1),COUNTRY OF ORIGIN (product.metafields.custom.country_of_origin),description (product.metafields.custom.description),Disclaimer (product.metafields.custom.disclaimer_pregnancy),EC Number (product.metafields.custom.eniecs),EXTRACTION METHOD (product.metafields.custom.extraction_method),FEMA (product.metafields.custom.fema),gcms1 (product.metafields.custom.gcms1),Oil Part of Plant (product.metafields.custom.oil_part_of_plant),Packaging (product.metafields.custom.packaging),parent-sku (product.metafields.custom.parent_sku),pdf-name (product.metafields.custom.pdf_name),pdf-name1 (product.metafields.custom.pdf_name1),Product Related (product.metafields.custom.product_related),This Product Is (product.metafields.custom.this_product_is),Variation Heading (product.metafields.custom.variation_heading),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Seo Hidden (product.metafields.seo.hidden),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Barware material (product.metafields.shopify.barware-material),Chemical grade (product.metafields.shopify.chemical-grade),Chemical purity (product.metafields.shopify.chemical-purity),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Drinkware material (product.metafields.shopify.drinkware-material),Eyelash applicator design (product.metafields.shopify.eyelash-applicator-design),Flavor (product.metafields.shopify.flavor),Food product form (product.metafields.shopify.food-product-form),Food storage material (product.metafields.shopify.food-storage-material),Fragrance level (product.metafields.shopify.fragrance-level),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Packing materials included (product.metafields.shopify.packing-materials-included),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Season (product.metafields.shopify.season),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Included / Taiwan,Price / Taiwan,Compare At Price / Taiwan,Status
gamma-decanolactone-natural,,,,,,,,,4 kg,,,,,,,,61997,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
gamma-decanolactone-natural,,,,,,,,,25 kg,,,,,,,,62017,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-synthetic,Hexyl Acetate Synthetic,"<p>HBNO® offers Hexyl Acetate Synthetic, a high-quality fragrance ingredient widely used in personal care, cosmetics, and home care products. Recognized for its fresh, fruity, and slightly floral aroma, this compound is a key element in various formulations, providing a crisp and long-lasting scent.</p>
<p>As a trusted supplier, HBNO® provides bulk quantities at competitive wholesale pricing, along with private labeling services and formulation support for brands looking to incorporate Hexyl Acetate Synthetic into their product lines.</p>
<h3>
<br>AROMA</h3>
<p>Hexyl Acetate Synthetic carries a bright, fruity, and slightly green scent with notes reminiscent of pears and apples. Its fresh and natural profile makes it a popular choice in fragrance compositions, soaps, and home care applications.</p>
<h3>
<br>USAGE</h3>
<h4>Personal Care:</h4>
<ul>
<li>
<strong>Cosmetics</strong><strong>:</strong> Contributes a fresh, fruity note to fragrance formulations.</li>
<li>
<strong>Soaps</strong><strong>:</strong> Improves cleansing products with a light, crisp scent.</li>
</ul>
<h4>Home Care:</h4>
<ul>
<li>
<strong>Room Fresheners &amp; Deodorizers</strong><strong>:</strong> A key ingredient in air care products, delivering a fresh aroma.</li>
<li>
<strong>Deodorizers</strong><strong>:</strong> Helps neutralize odors while providing a clean and fruity fragrance.</li>
<li>
<strong>Laundry Detergents &amp; Fabric Softeners</strong><strong>:</strong> Adds a long-lasting fruity freshness to fabric care products.</li>
<li>
<strong>Dish Soap</strong><strong>:</strong> Brings a unique scent to dishwashing formulations.</li>
</ul>
<p><strong><br>HBNO® is a leading manufacturer of Hexyl Acetate Synthetic. We supply any quantity of Hexyl Acetate Synthetic to anywhere in the world. HBNO® Hexyl Acetate Synthetic ships wholesale in bulk 55-gallon drums (180 kg drums).</strong></p>
<h3>HBNO® Is a Leading Supplier of Hexyl Acetate Synthetic:</h3>
<ul>
<li>Prompt dispatch from HBNO®'s 100,000 sq. ft. California warehouse.</li>
<li>Technical documents, SDS, Specification, and COA available upon request.</li>
<li>Bulk drum and private labeling services available.</li>
</ul>",HBNO Bulk,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Aromatic Chemical,"All, Aromatic Chemical, Chemicals and Allied Products, Home Care, Personal Care, RFQ, Soaps",true,Sizes,1/3 oz,,,,,,,,61901,0.0,shopify,0,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0658/0522/2123/files/hbno-product_8c1b0188-dad8-4f3f-9d74-7db93177f409.webp?v=1746188963,1,"",false,Buy Wholesale Hexyl Acetate Synthetic | Bulk Supplier,"Hexyl Acetate Synthetic provides a fruity, floral aroma, ideal for enhancing apple, pear, and fresh notes in flavors, perfumes, and personal care products.",479,,,,,,,,,,,,Hexyl Acetate,142-92-7,,USA,,,205-572-7,,,,,,401278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,active
hexyl-acetate-synthetic,,,,,,,,,4 oz,,,,,,,,61921,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-synthetic,,,,,,,,,1/2 kg,,,,,,,,61941,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-synthetic,,,,,,,,,1 kg,,,,,,,,61961,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-synthetic,,,,,,,,,4 kg,,,,,,,,61998,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-synthetic,,,,,,,,,25 kg,,,,,,,,62018,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-natural,Hexyl Acetate Natural,"<p>HBNO® offers Hexyl Acetate Natural, a high-quality fragrance ingredient widely used in personal care, cosmetics, and home care products. Recognized for its naturally fresh, fruity, and slightly floral aroma, this compound is a key component in various formulations, delivering a crisp and long-lasting scent.</p>
<p>As a trusted supplier, HBNO® provides bulk quantities at competitive wholesale pricing, along with private labeling services and formulation support for brands looking to incorporate Hexyl Acetate Natural into their product lines.</p>
<h3>
<br>AROMA</h3>
<p>Hexyl Acetate Natural carries a fruity, and slightly green scent with fresh pear and apple-like notes. Its naturally refreshing profile makes it a preferred choice in fragrance compositions, soaps, and home care applications.</p>
<h3>
<br>USAGE</h3>
<h4>Personal Care:</h4>
<ul>
<li>
<strong>Cosmetics</strong><strong>:</strong> Adds a naturally fresh and fruity note to fragrance formulations.</li>
<li>
<strong>Soaps</strong><strong>:</strong> Improves cleansing products with a light, crisp scent.</li>
</ul>
<h4>Home Care:</h4>
<ul>
<li>
<strong>Room Fresheners &amp; Deodorizers</strong><strong>:</strong> A key ingredient in air care products, delivering a fresh and unique aroma.</li>
<li>
<strong>Deodorizers</strong><strong>:</strong> Helps neutralize odors while providing a clean and fruity fragrance.</li>
<li>
<strong>Laundry Detergents &amp; Fabric Softeners</strong><strong>:</strong> Contributes to long-lasting freshness in fabric care products.</li>
<li>
<strong>Dish Soap</strong><strong>:</strong> Brings a naturally unique scent to dishwashing formulations.</li>
</ul>
<p><strong><br>HBNO® is a leading manufacturer of Hexyl Acetate Natural. We supply any quantity of Hexyl Acetate Natural to anywhere in the world. HBNO® Hexyl Acetate Natural ships wholesale in bulk 55-gallon drums (180 kg drums).</strong></p>
<h3>HBNO® Is a Leading Supplier of Hexyl Acetate Natural:</h3>
<ul>
<li>Prompt dispatch from HBNO®'s 100,000 sq. ft. California warehouse.</li>
<li>Technical documents, SDS, Specification, and COA available upon request.</li>
<li>Bulk drum and private labeling services available.</li>
</ul>",HBNO Bulk,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Aromatic Chemical,"All, Aromatic Chemical, Chemicals and Allied Products, Home Care, Personal Care, RFQ, Soaps",true,Sizes,1/3 oz,,,,,,,,61902,0.0,shopify,0,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0658/0522/2123/files/hbno-product_8c1b0188-dad8-4f3f-9d74-7db93177f409.webp?v=1746188963,1,"",false,Buy Wholesale Hexyl Acetate Natural | Bulk Supplier,"Hexyl Acetate Natural delivers a sweet, fruity scent, ideal for fragrances, flavors, and aromatherapy, adding a refreshing, uplifting aroma to products.",479,,,,,,,,,,,,Hexyl Acetate,142-92-7,,USA,,,205-572-7,,,,,,401277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,true,,,true,,,active
hexyl-acetate-natural,,,,,,,,,4 oz,,,,,,,,61922,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-natural,,,,,,,,,1/2 kg,,,,,,,,61942,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-natural,,,,,,,,,1 kg,,,,,,,,61962,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-natural,,,,,,,,,4 kg,,,,,,,,61999,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
hexyl-acetate-natural,,,,,,,,,25 kg,,,,,,,,62019,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,
